"Street_Name","Cross_Street"
"Massachusetts Ave","LINNAEAN ST"
"Massachusetts Ave","Cambridge St"
"Hampshire St","Portland St"
"Rindge Ave","SHERMAN ST"
"Putnam Ave","Brookline St"
"Massachusetts Ave","ESSEX ST"
"PROSPECT ST",""
"Third St","Gore St"
"Brookline St","Allston St"
"Massachusetts Ave",""
"Putnam Ave","River St"
"KIRKLAND ST","IRVING ST"
"GURNEY ST","HURON AVE"
"MELLEN ST",""
"GREEN ST","PEARL ST"
"MARION ST","JEFFERSON ST"
"JFK St","MEMORIAL DR"
"Alewife Brook Pky",""
"River St","Western Ave"
"Massachusetts Ave","Trowbridge Pl"
"Rindge Ave",""
"Massachusetts Ave",""
"Bishop Allen Dr","DOUGLASS CT"
"GREEN ST","PLEASANT PL"
"Cambridge St","HARDING ST"
"HARVARD ST","HANCOCK ST"
"MONTGOMERY ST","GEORGE ST"
"GARDEN ST",""
"HOLDEN ST",""
"JFK St","ELIOT ST"
"Putnam Ave","Brookline St"
"HARVARD ST","PROSPECT ST"
"Clark St","Webster Ave"
"Massachusetts Ave",""
"Worthington St",""
"SEVENTH ST","Otis St"
"Broadway","Galileo Galilei Way"
"Alewife Brook Pky",""
"Mount Vernon St",""
"Massachusetts Ave","Rindge Ave"
"Concord Ave","GRISWOLD ST"
"White St",""
"Tufts St",""
"Broadway",""
"Alewife Brook Pky",""
"PROSPECT ST",""
"Brattle St",""
"GERRY ST",""
"Massachusetts Ave","Beech St"
"Vassar St",""
"HURON AVE","Aberdeen Way"
"Bishop Allen Dr","ESSEX ST"
"Massachusetts Ave","Vassar St"
"MOUNT AUBURN ST","Aberdeen Way"
"FOLLEN ST",""
"ELM ST",""
"Massachusetts Ave",""
"DOVER ST","Massachusetts Ave"
"MARIE AVE",""
"MASON ST","STATE ST"
"Putnam Ave",""
"MAIN ST","Windsor St"
"Brookline St","Massachusetts Ave"
"Cambridge St",""
"Columbia St",""
"JFK St","Brattle St"
"MAGNOLIA AVE",""
"Cambridge St","Columbia St"
"Cardinal Medeiros Ave","PLYMOUTH ST"
"Broadway","Inman St"
"Sacramento St",""
"Hampshire St","Portland St"
"Hampshire St","Norfolk St"
"Broadway","Ware St"
"Charles St","SCIARAPPA ST"
"Cambridge St","LINE ST"
"Massachusetts Ave",""
"NEWTON ST",""
"PROSPECT ST","Massachusetts Ave"
"GARDEN CT","LINNAEAN ST"
"Cambridge St","PRENTISS ST"
"Belmont St","MOUNT AUBURN ST"
"Hampshire St","Tremont St"
"Rindge Ave","Cedar St"
"HARDING ST",""
"Binney St","Third St"
"Cambridge St","Sixth St"
"Webster Ave",""
"Alewife Brook Pky",""
"Massachusetts Ave","Porter St"
"Massachusetts Ave","Alewife Brook Pky"
"PROSPECT ST","Bishop Allen Dr"
"River St","Blackstone St"
"Cardinal Medeiros Ave","PLYMOUTH ST"
"Massachusetts Ave",""
"Education Way",""
"FLAGG ST",""
"Cambridge St",""
"Cambridge St",""
"Hampshire St","ELM ST"
"Putnam Ave",""
"Chalk St",""
"Putnam Ave",""
"Third St","Binney St"
"Massachusetts Ave","Washburn Ave"
"MOUNT AUBURN ST","HAWTHORNE ST"
"RICHARD AVE",""
"MAIN ST","Galileo Galilei Way"
"MOUNT AUBURN ST","Brattle St"
"Broadway","Amory St"
"Cambridge St","FELTON ST"
"Landsdowne St",""
"Bishop Allen Dr",""
"Binney St","FIRST ST"
"Alberta Ter","Massachusetts Ave"
"MAGAZINE ST",""
"HARVEY ST",""
"Gore St","SEVENTH ST"
"Third St","SPRING ST"
"Concord Ave",""
"Massachusetts Ave",""
"Massachusetts Ave","Columbia St"
"DUNSTABLE RD","MOUNT AUBURN ST"
"MEMORIAL DR",""
"MAIN ST","HAYWARD ST"
"Massachusetts Ave","PEARL ST"
"PROSPECT ST",""
"OXFORD AVE",""
"Massachusetts Ave",""
"Massachusetts Ave","Chauncy St"
"FIELD ST","Fern St"
"Massachusetts Ave",""
"Aberdeen Way",""
"SHERMAN ST",""
"MAIN ST","Windsor St"
"Beech St",""
"Cambridge St","Warren St"
"MILL ST","PLYMPTON ST"
"Bennett St","ELIOT ST"
"Alewife Brook Pky",""
"HARVARD ST","Bigelow St"
"Western Ave","HARVARD ST"
"Hampshire St","ELM ST"
"Broadway","Hampshire St"
"Broadway","Hampshire St"
"SUFFOLK ST","Columbia St"
"Columbia St",""
"Massachusetts Ave",""
"University Pl","MOUNT AUBURN ST"
"MOUNT AUBURN ST","University Pl"
"Cambridge St","SCIARAPPA ST"
"Broadway","Tremont St"
"Broadway","Inman Sq"
"Massachusetts Ave",""
"Brookline St","Franklin St"
"Massachusetts Ave","RICHARD AVE"
"Massachusetts Ave",""
"Massachusetts Ave","NEWMAN ST"
"Broadway",""
"Massachusetts Ave","Sidney St"
"Allston St","Brookline St"
"FIFTH ST","Otis St"
"GREEN ST",""
"Concord Ave",""
"MOUNT AUBURN ST",""
"MOUNT AUBURN ST",""
"Massachusetts Ave",""
"Brookline St","Massachusetts Ave"
"White St",""
"MOUNT AUBURN ST",""
"GREEN ST","Putnam Ave"
"New St","Concord Ave"
"MOUNT AUBURN ST","HOMER AVE"
"Bishop Allen Dr",""
"KIRKLAND ST",""
"Chestnut St","PEARL ST"
"Massachusetts Ave",""
"Cambridge St","ROBERTS RD"
"River St","Franklin St"
"Concord Ave","SMITH PL"
"HURON AVE",""
"Cross St","Albany St"
"Beech St","Peabody St"
"OXFORD AVE",""
"Massachusetts Ave",""
"Cambridge St","PROSPECT ST"
"PROSPECT ST","Cambridge St"
"Massachusetts Ave","NEWMAN ST"
"Binney St","FIRST ST"
"Massachusetts Ave","Beech St"
"Massachusetts Ave","Cedar St"
"Massachusetts Ave","ESSEX ST"
"White St","Porter Cir"
"Cambridge St",""
"Monsignor OBrien Hwy","Leighton"
"Hampshire St",""
"Cambridge St","Columbia St"
"Massachusetts Ave",""
"MOUNT AUBURN ST","Aberdeen Way"
"Massachusetts Ave","DUDLEY ST"
"MEMORIAL DR",""
"Cambridge St","Columbia St"
"Broadway",""
"Cambridge St","Windsor St"
"FELTON ST",""
"Cambridge St",""
"Hampshire St","ELM ST"
"Craigie St",""
"MAIN ST","Portland St"
"Banks St","MOUNT AUBURN ST"
"Cambridge Ctr",""
"Massachusetts Ave","Waterhouse St"
"Massachusetts Ave","Sidney St"
"Sixth St","Thorndike St"
1,"Ware St"
"Broadway","ELLERY ST"
"Cardinal Medeiros Ave",""
"Inman St",""
"Alewife Brook Pky",""
"Cambridge St",""
"GARDEN ST","Cambridge Ctr"
"Alewife Brook Pky",""
"Massachusetts Ave",""
"Cambridge St","HIGHLAND AVE"
"Cambridge St","IRVING ST"
"Western Ave","Auburn St"
"MEMORIAL DR",""
"Western Ave","GREEN ST"
"Western Ave",""
"Massachusetts Ave",""
"LINNAEAN ST","Massachusetts Ave"
"Broadway","DAVIS ST"
"Cambridge St",""
"Richdale Ave","Raymond St"
"Kelly Rd",""
"Massachusetts Ave",""
"Massachusetts Ave",""
"White St",""
"Broadway",""
"FIFTH ST",""
"Massachusetts Ave","White St"
"Cambridge St",""
"Cambridge St","FELTON ST"
"Bishop Allen Dr","PROSPECT ST"
"Concord Ave","ROYAL AVE"
"Tremont St","Hampshire St"
"Massachusetts Ave","STATE ST"
"MOUNT AUBURN ST",""
"MAGAZINE ST","Lawrence St"
"Massachusetts Ave","EDMUNDS ST"
"Peabody St","Massachusetts Ave"
"Wendell St","OXFORD AVE"
"Norfolk St",""
"Massachusetts Ave","GARFIELD ST"
"Cambridge St","FULKERSON ST"
"SMITH PL",""
"Concord Ave",""
"Concord Ave","Alpine Pl"
"Massachusetts Ave",""
"Cambridge St","Tremont St"
"Massachusetts Ave","Russell St"
"Putnam Ave","KINNAIRD ST"
"Putnam Ave","PLEASANT ST"
"GARDEN ST","Massachusetts Ave"
"JFK St","Winthrop Sq"
"SOMERVILLE AVE",""
"White St",""
"Massachusetts Ave","Peabody St"
"Massachusetts Ave","STATE ST"
"Walden St",""
"Massachusetts Ave",""
"Cambridge St","Antrim St"
"Bennett St",""
"Binney St","FIRST ST"
"QUINCY ST","Cambridge St"
"GREEN ST","Brookline St"
"Massachusetts Ave",""
"Massachusetts Ave","Vassar St"
"FELTON ST",""
"MAGAZINE ST","Chestnut St"
"Massachusetts Ave",""
"JFK St",""
"Columbia St","Cambridge St"
"Massachusetts Ave",""
"Columbia St","Cambridge St"
"HARVARD ST","HANCOCK ST"
"GREEN ST",""
"Raymond St","SHERIDAN ST"
"Fairmont Ave",""
"PEMBERTON ST","Rindge Ave"
"Broadway","PROSPECT ST"
"Massachusetts Ave",""
"",""
"DOUGLASS ST","Bishop Allen Dr"
"Columbia St","Hampshire St"
"Massachusetts Ave",""
"Massachusetts Ave","LINNAEAN ST"
"ROSELAND ST","FROST ST"
"New St",""
"Washington Ave",""
"Cardinal Medeiros Ave",""
"Bond St",""
"Putnam Ave","PLEASANT ST"
"Brattle St","FRESH POND PKY"
"Brattle St","MASON ST"
"HURON AVE",""
"HURON AVE",""
"MOUNT AUBURN ST","Aberdeen Ct"
"HARVARD ST","Columbia St"
"Cambridge St","Antrim St"
"Massachusetts Ave","Beech St"
"Norfolk St",""
"Hampshire St",""
"River St","Franklin St"
"White St",""
"Cambridge St","Hampshire St"
"PROSPECT ST","Hampshire St"
"Massachusetts Ave",""
"Massachusetts Ave",""
"River St",""
"MOUNT AUBURN ST",""
"Clifton St",""
"HURON AVE","RESERVOIR ST"
"Concord Ave","Wheeler St"
"PALERMO ST","Windsor St"
"Broadway","Dana St"
"FULKERSON ST",""
"Cambridge St","Hampshire St"
"Hampshire St","Inman St"
"MAIN ST",""
"Western Ave","KINNAIRD ST"
"Cambridge St",""
"Sparks St","Craigie St"
"Massachusetts Ave","LINNAEAN ST"
"GARDEN ST",""
"MOUNT AUBURN ST",""
"Porter Cir",""
"Hayes St",""
"MOUNT AUBURN ST",""
"Massachusetts Ave",""
"HARVARD ST",""
"Ware St",""
"Trowbridge Pl",""
"Massachusetts Ave",""
"Cardinal Medeiros Ave","Vandine St"
"PEARL ST","GRANITE ST"
"Western Ave",""
"Rindge Ave",""
"MOUNT AUBURN ST",""
"Broadway","Inman St"
"Massachusetts Ave","GARFIELD ST"
"Peabody St","GARDEN ST"
"Inman St","Bishop Allen Dr"
"Alewife Brook Pky",""
"Windsor St",""
"Porter Sq",""
"Cambridge St","FELTON ST"
"Cambridgeside Pl",""
"",""
"HURLEY ST","FIRST ST"
"Massachusetts Ave","ESSEX ST"
"Massachusetts Ave","Shepard St"
"Concord Ave",""
"Concord Ave","MOULTON ST"
"MAGAZINE ST","Chalk St"
"HAWTHORNE PARK","MEMORIAL DR"
"MIDDLESEX ST","Rindge Ave"
"Concord Ave",""
"HARVARD ST","Windsor St"
"Jackson Pl","Jackson St"
"Concord Ave","FAYERWEATHER ST"
"Charles St",""
"Massachusetts Ave",""
"MOUNT AUBURN ST",""
"Massachusetts Ave",""
"HARVARD ST","HANCOCK ST"
"Putnam Ave","Sidney St"
"Inman St",""
"Concord Ave",""
"Webster Ave",""
"NORRIS ST",""
"Massachusetts Ave",""
"GRANITE ST","ROCKINGH"
"Richdale Ave",""
"MEACH","AM RD"
"HURLBUT ST",""
"PROSPECT ST",""
"Third St",""
"MASON ST","Brattle St"
"MAIN ST","Vassar St"
"Brattle St",""
"Alewife Brook Pky",""
"Porter St",""
"River St",""
"Hampshire St","Cardinal Medeiros Ave"
"Massachusetts Ave","Dana Pl"
"Broadway","Tremont St"
"FIELD ST","Alpine Pl"
"Broadway","Galileo Galilei Way"
"Cambridge St","FIRST ST"
"Cherry St",""
"Cambridge St","FIRST ST"
"Third St","Kendall St"
"Washington Ave",""
"PLYMOUTH ST",""
"Vassar St",""
"Massachusetts Ave","MEMORIAL DR"
"Cambridge St","HUNTING ST"
"Massachusetts Ave",""
"Cambridge St",""
"Vassar St","Massachusetts Ave"
"Binney St",""
"Tenney St",""
"MAIN ST",""
"Massachusetts Ave",""
"FOREST ST",""
"MOUNT AUBURN ST",""
"PLYMPTON ST","MILL ST"
"Cardinal Medeiros Ave","Cambridge St"
"Museum Way",""
"FIFTH ST",""
"Peabody St","Massachusetts Ave"
"Ware St",""
"Albany St",""
"MOUNT AUBURN ST",""
"Second St","Bent St"
"Massachusetts Ave",""
"Massachusetts Ave",""
"Hampshire St","Inman St"
"Western Ave",""
"Cambridge St","PROSPECT ST"
"MAIN ST","Ames St"
"Concord Ave","Wheeler St"
"Concord Ave",""
"Broadway",""
"MOUNT AUBURN ST",""
"SEVENTH ST","Thorndike St"
"Norfolk St","MASON ST"
"Sidney St",""
"GARDEN ST","Chauncy Ln"
"DOVER ST",""
"River St","Blackstone St"
"Vassar St",""
"Broadway","Ames St"
"Massachusetts Ave","Sidney St"
"GARDEN ST","MASON ST"
"DAVENPORT ST","ORCHARD ST"
"Chauncy St","GARDEN ST"
"Bishop Allen Dr",""
"Massachusetts Ave",""
"Massachusetts Ave",""
"Broadway",""
"ROYAL AVE",""
"Cambridge St","Camelia Ave"
"Otis St",""
"Massachusetts Ave","Walden St"
"Concord Tpke",""
"Columbia St","PROSPECT ST"
"MOUNT AUBURN ST","University Rd"
"Concord Ave",""
25,"GRISWOLD ST"
"Museum Way",""
"ELM ST",""
"Sidney St","GREEN ST"
"GROVE ST","Blanchard Rd"
"Bishop Allen Dr",""
"Avon St",""
"Concord Ave","Buckingham Pl"
"Massachusetts Ave",""
"Cambridge St","LINE ST"
"Cambridge St","SPRINGFIELD ST"
"Putnam Ave",""
"ELM ST","Cambridge St"
"Massachusetts Ave",""
"JFK St","ELIOT ST"
"Massachusetts Ave","SOMERVILLE AVE"
"Bishop Allen Dr",""
"Brattle St","Willard St"
"Porter St",""
"Bay State Rd",""
"William St",""
"Cambridge St","SPRINGFIELD ST"
"PROSPECT ST","Hampshire St"
"Brattle St","FRESH POND PKY"
"Raymond St","Walden St"
"Cushing St",""
"White St",""
"White St",""
"MAGAZINE ST","H"
"Third St","Cambridge St"
"Inman St",""
"Market St",""
"Third St",""
"New St",""
"Cedar St",""
"HOVEY AVE",""
"Cambridge St","Windsor St"
"Massachusetts Ave",""
"Massachusetts Ave",""
"Western Ave","KINNAIRD ST"
"ELIOT ST","Bennett St"
"Broadway","PRESCOTT ST"
"Brattle St","ELIOT ST"
"ELLERY ST","Cambridge St"
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
